Date,Incident Type,State,LSTM Predictions,XGBoost Predictions,Hybrid Predictions,Latitude,Longitude,yhat,yhat_lower,yhat_upper
7/1/25,Flood,TX,79.4605,40.858353,60.159428,31.2638905,-98.5456116,,,
8/1/25,Flood,TX,95.86576,45.422188,70.643974,31.2638905,-98.5456116,,,
9/1/25,Flood,TX,119.30934,45.422188,82.36577,31.2638905,-98.5456116,,,
10/1/25,Flood,TX,141.69188,45.422188,93.55704,31.2638905,-98.5456116,,,
11/1/25,Flood,TX,162.04825,54.005928,108.027084,31.2638905,-98.5456116,,,
12/1/25,Flood,TX,205.46255,64.66544,135.064,31.2638905,-98.5456116,,,
1/1/25,Flood,WA,9.738298,23.898584,16.818441,-25.2303005,121.0187246,,,
2/1/25,Flood,WA,9.653676,23.898584,16.77613,-25.2303005,121.0187246,,,
3/1/25,Flood,WA,9.644028,12.320484,10.982256,-25.2303005,121.0187246,,,
4/1/25,Flood,WA,9.252425,12.975496,11.11396,-25.2303005,121.0187246,,,
5/1/25,Flood,WA,8.965386,12.975496,10.970442,-25.2303005,121.0187246,,,
6/1/25,Flood,WA,8.532467,1.0375726,4.78502,-25.2303005,121.0187246,,,
7/1/25,Flood,WA,8.46126,1.0375726,4.7494164,-25.2303005,121.0187246,,,
8/1/25,Flood,WA,8.394779,1.0375726,4.716176,-25.2303005,121.0187246,,,
9/1/25,Flood,WA,8.338071,1.0375726,4.687822,-25.2303005,121.0187246,,,
10/1/25,Flood,WA,8.299575,1.0375726,4.668574,-25.2303005,121.0187246,,,
11/1/25,Flood,WA,8.274246,18.930746,13.602496,-25.2303005,121.0187246,,,
12/1/25,Flood,WA,8.2620325,7.009464,7.635748,-25.2303005,121.0187246,,,
1/1/25,Flood,WV,11.217112,7.451864,9.334488,38.4758406,-80.8408415,6.544243746080355,-1.691387671,14.894547379843736
2/1/25,Flood,WV,11.471382,6.9347744,9.203078,38.4758406,-80.8408415,10.88190725766114,2.432894558,19.3286962
3/1/25,Flood,WV,11.693188,4.884131,8.288659,38.4758406,-80.8408415,11.829086725920014,3.5958810180567657,19.81359602249806
4/1/25,Flood,WV,11.898467,4.7678246,8.333146,38.4758406,-80.8408415,12.629166911005306,3.9490680846112554,20.874872688038707
5/1/25,Flood,WV,11.976454,4.0368257,8.0066395,38.4758406,-80.8408415,14.315798579489865,5.627169539904005,22.403409886441075
6/1/25,Flood,WV,11.974983,4.1344204,8.054702,38.4758406,-80.8408415,,,
7/1/25,Flood,WV,11.994146,2.0758288,7.0349874,38.4758406,-80.8408415,,,
8/1/25,Flood,WV,12.005705,2.576476,7.2910905,38.4758406,-80.8408415,,,
9/1/25,Flood,WV,12.01161,2.7422462,7.3769283,38.4758406,-80.8408415,,,
10/1/25,Flood,WV,12.013939,2.7422462,7.378093,38.4758406,-80.8408415,,,
11/1/25,Flood,WV,12.01509,6.89837,9.45673,38.4758406,-80.8408415,,,
12/1/25,Flood,WV,12.015977,3.4801946,7.748086,38.4758406,-80.8408415,,,
1/1/25,Hurricane,FL,35.406994,19.355143,27.38107,27.7567667,-81.4639835,154.97996759352986,111.53072456596557,200.5492107
2/1/25,Hurricane,FL,34.622097,19.355143,26.98862,27.7567667,-81.4639835,47.287629330337595,1.8204647717753895,93.20562013740576
3/1/25,Hurricane,FL,33.352932,19.355143,26.354038,27.7567667,-81.4639835,48.31158423844434,4.178904583893361,93.56401153098726
4/1/25,Hurricane,FL,32.527805,19.355143,25.941475,27.7567667,-81.4639835,81.43624057,36.283598969543306,125.65662262258641
5/1/25,Hurricane,FL,38.33088,19.355143,28.84301,27.7567667,-81.4639835,103.43077587508546,59.753842400065096,144.92322129988972
6/1/25,Hurricane,FL,36.698593,19.355143,28.026867,27.7567667,-81.4639835,98.95968999266933,54.241508228750945,141.9698881108822
7/1/25,Hurricane,FL,36.89343,19.355143,28.124287,27.7567667,-81.4639835,41.859179307610376,-3.755311465,85.28639498276911
8/1/25,Hurricane,FL,36.97177,19.355143,28.163456,27.7567667,-81.4639835,46.83774216417448,3.0621549759053113,91.06651909261863
9/1/25,Hurricane,FL,36.845142,26.756205,31.800674,27.7567667,-81.4639835,78.26357622793212,34.12628377976938,117.80101116934225
10/1/25,Hurricane,FL,36.518185,14.349215,25.4337,27.7567667,-81.4639835,47.834465703999065,-1.165112326,95.53619556242164
11/1/25,Hurricane,FL,36.60392,14.349215,25.476566,27.7567667,-81.4639835,22.893350591099335,-22.69495241,63.76967800094756
12/1/25,Hurricane,FL,36.582508,14.349215,25.465862,27.7567667,-81.4639835,,,
1/1/25,Severe Storm,AL,18.147282,3.0701492,10.608715,41.000028,19.9999619,,,
2/1/25,Severe Storm,AL,18.320484,3.0701492,10.695316,41.000028,19.9999619,,,
3/1/25,Severe Storm,AL,16.847235,20.963581,18.905407,41.000028,19.9999619,,,
4/1/25,Severe Storm,AL,14.657713,20.963581,17.810646,41.000028,19.9999619,,,
5/1/25,Severe Storm,AL,14.209426,20.963581,17.586504,41.000028,19.9999619,,,
6/1/25,Severe Storm,AL,13.6113615,20.963581,17.287472,41.000028,19.9999619,,,
7/1/25,Severe Storm,AL,14.250837,20.963581,17.607208,41.000028,19.9999619,,,
8/1/25,Severe Storm,AL,14.875389,20.963581,17.919485,41.000028,19.9999619,,,
9/1/25,Severe Storm,AL,15.196443,20.963581,18.080011,41.000028,19.9999619,,,
10/1/25,Severe Storm,AL,15.140628,20.963581,18.052105,41.000028,19.9999619,,,
11/1/25,Severe Storm,AL,14.99505,20.963581,17.979317,41.000028,19.9999619,,,
12/1/25,Severe Storm,AL,14.784496,20.963581,17.874039,41.000028,19.9999619,,,
1/1/25,Severe Storm,AR,20.878904,19.643803,20.261353,-34.9964963,-64.9672817,18.299149149975392,11.551953420547031,25.201947108195764
2/1/25,Severe Storm,AR,20.993433,19.643803,20.318619,-34.9964963,-64.9672817,33.39088492312722,26.33011429133276,40.14769175667165
3/1/25,Severe Storm,AR,20.330559,43.440605,31.885582,-34.9964963,-64.9672817,36.21987914556699,29.28317666071489,43.455969570061804
